keyword,frequency,avg_score,paper_ids_str
aienhance learning constructivist,2,0.8902,"2981,3100"
student learn cybersecurity,2,0.8559,"2565,3085"
student learn disability,2,0.87695,"1210,2870"
student learn english,2,0.84195,"1637,1926"
student achievement gap,2,0.7637,"983,1216"
student adopt tool,2,0.7252,"649,3427"
struggle domainspecific,2,0.5688,"89,3906"
student businessfocused university,2,0.7268,"635,3812"
student aidriven healthcare,2,0.78155,"605,3175"
aigenerate educational content,2,0.8318,"1891,2286"
genai solution complex,2,0.68745,"216,734"
coexplor technology,2,0.6705,"2790,3371"
cognition interactive digital,2,0.7575000000000001,"399,1578"
code quality accelerate,2,0.7973,"1789,2802"
genai physics education,2,0.88925,"2555,3126"
genai model wireless,2,0.8382000000000001,"2118,4065"
student java,2,0.78485,"2887,3596"
still early stage,2,0.73245,"516,4161"
stem education tasktechnology,2,0.853,"212,1975"
staff student perspective,2,0.73465,"197,1359"
streamline workflow support,2,0.72975,"1247,2188"
strategic development,2,0.6848000000000001,"428,2945"
storage serverless computing,2,0.8061,"1963,3354"
stepbystep guidance designing,2,0.7147,"291,4119"
aigenerate content user,2,0.7974000000000001,"1193,3040"
student disciplinespecific academic,2,0.7648999999999999,"2753,3615"
aimonitor genai,2,0.7017,"2539,3043"
aigenerate text become,2,0.7442,"2638,3037"
square structural equation,2,0.7257,"360,1976"
speech synthesis adversarial,2,0.7616,"1372,3083"
spectrometer performance,2,0.771,"4286,4289"
specifically chatgpt msc,2,0.7330000000000001,"1419,2607"
stereotype ethical pedagogical,2,0.79735,"2154,3348"
ai organizational learning,2,0.8689,"529,1987"
student initial interview,2,0.71165,"2584,4275"
student framework assess,2,0.75745,"780,3904"
student genai proving,2,0.8558,"3163,3188"
ai personalize assessment,2,0.78715,"3739,4150"
ai medicine algorithmic,2,0.8000499999999999,"1134,2468"
student instructor namely,2,0.71875,"972,1228"
student interaction trace,2,0.8292,"103,3423"
ai electrical electronic,2,0.74285,"608,3605"
ai expand critical,2,0.68605,"1440,2050"
student evaluate,2,0.7614000000000001,"3276,3356"
student experiment,2,0.74135,"1047,3417"
student education curriculum,2,0.66555,"1450,2206"
student educator step,2,0.8015,"761,4029"
student effectiveness even,2,0.80125,"139,1228"
aibased learn artificial,2,0.6714,"2096,2098"
cognitive emotional engagement,2,0.6911,"6,713"
combine genai prompt,2,0.76375,"350,4174"
genai disinformation tool,2,0.78575,"3473,3663"
genai critical enabler,2,0.6437999999999999,"2095,4192"
genai business analytic,2,0.82575,"2775,2991"
collaboration multimodal ai,2,0.77405,"196,1715"
genai hci introspection,2,0.84975,"818,1164"
genai humanmachine teaming,2,0.82465,"2032,3770"
student aiempowere education,2,0.7887500000000001,"1053,3099"
student divide two,2,0.7522,"495,3418"
student datum integrity,2,0.7215,"2935,3093"
student datum programming,2,0.8287,"977,3878"
student cognitive load,2,0.8403499999999999,"61,2254"
student conduct,2,0.7134499999999999,"2254,4282"
aibased assessment policy,2,0.7244999999999999,"368,1838"
aiassiste composing,2,0.8056,"992,1632"
student teacher professional,2,0.71495,"2896,3707"
student selfreflection tool,2,0.8281000000000001,"320,2187"
student resource optimization,2,0.75605,"533,650"
student selfassessment way,2,0.8574999999999999,"809,3220"
substitute scientific knowledge,2,0.7321,"1792,2797"
subsurface operational datum,2,0.7541,"1952,1958"
student world work,2,0.80925,"2287,3867"
student willingness adopt,2,0.8261000000000001,"130,591"
fulfillment seek ensure,2,0.73075,"1061,3265"
framework facilitate effective,2,0.6910499999999999,"1116,3939"
ai accelerator edge,2,0.8543499999999999,"327,2906"
agility endeavor uncover,2,0.71685,"375,1654"
agricultural big datum,2,0.6655,"1593,1594"
student problemsolve strategy,2,0.837,"1669,2472"
student next,2,0.7142999999999999,"523,2953"
student linguistic,2,0.8001,"976,2335"
foster sustainability innovation,2,0.7604,"2693,3607"
foundational digital competence,2,0.75825,"1370,1758"
foster collaborative ideation,2,0.71365,"2389,3827"
formative assessment practice,2,0.85385,"1039,2261"
gap analyze,2,0.714,"3433,4022"
gain popularity sector,2,0.622,"345,1744"
functional vs,2,0.67835,"32,183"
functional performance,2,0.63185,"582,2761"
collect university,2,0.7533000000000001,"150,1984"
collaborative education humanmachine,2,0.8308500000000001,"1776,2256"
community frame genai,2,0.79555,"435,507"
community practice building,2,0.7619,"1975,3682"
communication skill work,2,0.7433000000000001,"1115,2693"
communicate isizulu,2,0.5706,"2275,3109"
communication curriculum genai,2,0.88175,"2710,2883"
communication department face,2,0.7192000000000001,"2771,2883"
supervisor support genai,2,0.75405,"1387,2920"
summarise teach intervention,2,0.79365,"1605,2491"
successful implementation,2,0.6596,"2681,3113"
subtask unranke would,2,0.7555000000000001,"3031,3871"
support sustainable inclusive,2,0.66405,"136,2018"
support system,2,0.6765,"1552,3124"
support conduct,2,0.6305000000000001,"1656,3531"
supply chain flexibility,2,0.81675,"2242,2452"
successful adoption sustainable,2,0.7023,"27,2512"
ai implementation age,2,0.7252000000000001,"1689,2217"
ai implementation framework,2,0.79015,"1009,3013"
ai initiative shape,2,0.8519,"1998,3979"
ai knowledge genais,2,0.78145,"1469,2483"
ai hybrid intelligence,2,0.81965,"929,3419"
ai impact course,2,0.7635,"1400,2869"
supply chain resilience,2,0.86835,"880,3009"
fairness still,2,0.7534000000000001,"760,911"
fake news detection,2,0.8091999999999999,"1527,3796"
faculty perception effectiveness,2,0.72295,"1591,1765"
facultys utilization,2,0.70075,"720,1351"
feedback translation education,2,0.8703000000000001,"1228,2307"
firstyear university student,2,0.76205,"2840,3155"
tailor content delivery,2,0.7339,"1300,3703"
system provenance,2,0.8094,"406,2422"
gdms emerge transformative,2,0.70025,"1674,4025"
gemini gpt4o mimic,2,0.63185,"1947,4205"
gap transformative,2,0.7695,"84,143"
factor cfa additionally,2,0.7415,"2239,2851"
compare thematic conduct,2,0.80575,"195,1095"
company trust perspective,2,0.78705,"902,3014"
facilitate user feedback,2,0.72715,"1405,1721"
fashion design recommendation,2,0.87265,"790,1618"
sustainwater bot chatbot,2,0.79975,"541,3589"
sustainable competitive advantage,2,0.7444999999999999,"2276,3267"
sustain successful,2,0.66965,"724,1062"
system educational context,2,0.80935,"2247,3994"
system bridge,2,0.62585,"2556,3216"
synthetic world real,2,0.6573,"1218,3010"
synthetic medium system,2,0.65415,"3193,3509"
synthetic mri image,2,0.7916,"33,2468"
aesthetic design language,2,0.76215,"2321,2575"
technical cultural,2,0.74125,"544,577"
team cicnlp work,2,0.68885,"3034,3059"
survey interview,2,0.69355,"980,2874"
survive aiinfuse,2,0.6531,"615,4019"
ai authorship llm,2,0.78415,"366,2660"
ai anxiety aia,2,0.72345,"2376,3765"
synergistic physical digital,2,0.6298,"566,992"
ethical philosophical debate,2,0.70675,"1163,1835"
exhaustion level,2,0.6397999999999999,"2291,2584"
execution iot,2,0.7552,"112,113"
exam score chatgpt,2,0.8846,"1435,1486"
evidence knowledge,2,0.7583500000000001,"1742,2213"
evaluation practical application,2,0.69635,"2329,2865"
facial processing technology,2,0.8016,"2220,3543"
face accessibility,2,0.6909000000000001,"1168,2493"
finetune llm,2,0.7995000000000001,"926,3601"
financial service information,2,0.6745,"2270,3182"
financial workflow,2,0.7069,"1284,2576"
financial industry access,2,0.7301,"71,885"
ethical epistemic,2,0.70235,"1699,1773"
complex ai task,2,0.70075,"2593,3896"
ethically sound tool,2,0.6741,"77,368"
ethical legal breach,2,0.65825,"340,2119"
estate business innovation,2,0.6779999999999999,"522,4140"
compute software engineering,2,0.6833499999999999,"1521,3074"
compute education cs1,2,0.7466999999999999,"391,2031"
compute education genai,2,0.8268500000000001,"1451,3094"
compute education strength,2,0.8292,"388,3128"
engagement activity design,2,0.7516499999999999,"1483,2845"
energy consumption academic,2,0.7998000000000001,"958,2012"
engineering skill development,2,0.71235,"767,3766"
enterprise ai work,2,0.84145,"1147,1508"
equitable sustainable,2,0.73655,"1539,1880"
era genai datum,2,0.7259500000000001,"1200,2643"
equation modeling,2,0.7413000000000001,"2644,3159"
environmental social governancebase,2,0.71095,"2717,3683"
envision climate genai,2,0.77365,"1880,3015"
environment student engage,2,0.8367,"1409,1726"
competency leverage,2,0.64805,"1842,2858"
compliance ethical,2,0.6958,"173,893"
enhance medical diagnosis,2,0.73885,"2439,3250"
enhance ocr system,2,0.6638999999999999,"1372,1910"
environment advocate strategic,2,0.6966,"324,2451"
environment design first,2,0.6620999999999999,"281,2815"
entertainment illustrate educational,2,0.8168500000000001,"1235,3562"
entertainment product design,2,0.6525,"2293,4068"
enterprise system,2,0.7667,"1693,3715"
target student,2,0.75775,"1725,3644"
face challenge navigate,2,0.6831499999999999,"1501,2732"
extraction business event,2,0.83,"3685,3686"
extended reality xr,2,0.7713,"1960,3092"
exploration generation offer,2,0.73325,"458,1769"
experience content development,2,0.7523500000000001,"2463,4262"
ensure system perform,2,0.7936000000000001,"669,903"
comprehension skill,2,0.7335499999999999,"399,589"
teaching learn participant,2,0.8669,"1519,4096"
teaching learn synthesise,2,0.8130999999999999,"1542,1609"
teaching learn value,2,0.7701,"3130,4259"
age educational level,2,0.6775500000000001,"2528,2665"
affordance cocreation conversational,2,0.81535,"2114,2657"
enhance learner sdl,2,0.87315,"164,2169"
english learning outcome,2,0.8437,"356,3196"
english multilingual training,2,0.7709,"88,3045"
agent control,2,0.7356,"2840,3869"
teacher validity,2,0.74925,"1442,2501"
teacher workload,2,0.73445,"990,4197"
teacher perspective aiedtech,2,0.8566,"2982,3843"
teach term challenge,2,0.751,"2616,3789"
teammate genai activity,2,0.82445,"1999,2782"
teachinglearning system,2,0.81715,"250,377"
teaching learn institution,2,0.76525,"1853,2529"
technology icghit,2,0.6931499999999999,"998,3386"
technology implement ict,2,0.7568,"2083,4260"
technology genai democratic,2,0.89545,"609,1350"
task control,2,0.6770499999999999,"1887,3018"
task dataset,2,0.7662,"3034,3059"
agentic rag system,2,0.85535,"1962,2628"
agent requirement engineering,2,0.87635,"1814,2939"
agentbase ai security,2,0.79585,"817,1670"
engineering design past,2,0.77925,"3248,4152"
engineering education ethical,2,0.8355,"2098,2499"
engineer technology,2,0.7663500000000001,"3639,4063"
engineer mathematic stem,2,0.70475,"2615,2650"
engagement therefore remain,2,0.7803,"3015,3531"
enhance organizational capability,2,0.73695,"2190,2617"
advanced prostate mri,2,0.7662500000000001,"128,2468"
technology integration tpack,2,0.6162,"827,2497"
technologically proficient,2,0.71495,"796,2190"
technologiesgenerative adversarial network,2,0.8237000000000001,"2694,3260"
technology enhance service,2,0.806,"538,3239"
technology ethic,2,0.6991499999999999,"1609,4046"
technology factor explain,2,0.7521,"949,3783"
technology foreign language,2,0.7323500000000001,"1760,2803"
technology deployment pro,2,0.78065,"1189,2647"
technology edge,2,0.6887000000000001,"1482,1989"
texttovisual generation compare,2,0.8772500000000001,"1621,3967"
technological knowhow humancentere,2,0.7032,"1498,2936"
technological accessibility,2,0.7374,"2019,3124"
technological advantage field,2,0.6556,"2492,2909"
age teaching experience,2,0.7625500000000001,"1800,3436"
affordance framework generation,2,0.7027,"291,3008"
technology demonstrate,2,0.6081000000000001,"1343,3580"
technology capable content,2,0.7827500000000001,"1106,3591"
emotional expression,2,0.71845,"807,3826"
emotional response despite,2,0.7192000000000001,"739,1098"
empathetic ethical,2,0.71695,"2787,3402"
emotion recognition near,2,0.8189500000000001,"128,1554"
enable automate creation,2,0.73895,"671,2039"
enable efficient datum,2,0.77915,"554,1414"
texttospeech system image,2,0.7435499999999999,"1076,2688"
texttosql advent llm,2,0.83775,"2514,3645"
effective artificial intelligence,2,0.66805,"2619,3565"
effective educational,2,0.8073,"499,3285"
educator stage automate,2,0.78335,"777,2653"
emotional,2,0.7473000000000001,"459,3429"
emergence evolution emerge,2,0.70085,"1439,3334"
elasticity network,2,0.71585,"1956,2048"
effective implementation skill,2,0.6577,"198,3311"
employee wellbee,2,0.8472,"64,2313"
technology write,2,0.71875,"992,2711"
technology social science,2,0.80425,"2951,3849"
technology technological unemployment,2,0.6771499999999999,"3127,3175"
technology since,2,0.63885,"2701,3614"
technology promise unprecedented,2,0.7797499999999999,"1088,3120"
text style transfer,2,0.7339500000000001,"1530,2713"
text training datum,2,0.6795,"2781,3197"
text image prompt,2,0.776,"668,1813"
concern overreliance,2,0.68665,"617,1622"
total university,2,0.7013499999999999,"2170,2246"
tool teaching adaptive,2,0.864,"2555,3973"
technology management,2,0.6914,"3202,3716"
technology mitigate,2,0.6236999999999999,"407,1825"
technology model remain,2,0.71875,"267,3158"
technology narrative,2,0.8828499999999999,"435,530"
advertising industry,2,0.7679,"2691,4113"
educational datum opportunity,2,0.7295,"891,3947"
education usage frequency,2,0.79715,"1974,3280"
conduct qualitative involve,2,0.7142,"2090,3223"
educational institute mitigate,2,0.6636500000000001,"328,1587"
educational longterm policy,2,0.83295,"1295,3318"
educational domain student,2,0.81375,"440,3393"
educational management,2,0.74515,"2449,3171"
educational process outcome,2,0.8038,"2904,3652"
technology course,2,0.7373000000000001,"801,2675"
adversarial test ai,2,0.7281,"393,2104"
advanced llm gemini,2,0.65005,"317,3030"
empowerment pwd,2,0.73055,"2732,3925"
empower educator country,2,0.76,"843,3485"
employeegenai collaboration workplace,2,0.88785,"759,2663"
educational field,2,0.7875,"1080,1649"
educational challenge health,2,0.86395,"1574,2470"
conduct aiassiste instructional,2,0.7773,"1759,2268"
conduct case semantic,2,0.6456500000000001,"1807,1917"
earlystage genai exacerbate,2,0.6359,"2626,4227"
consideration implement,2,0.6935,"369,2034"
consider apply,2,0.7059,"3225,3373"
consider educator responsibility,2,0.72515,"386,2903"
drug discovery streamline,2,0.79005,"1592,2715"
drill,2,0.72905,"1124,1958"
education natural intelligence,2,0.8362499999999999,"2045,3941"
education system identify,2,0.8011999999999999,"1915,4075"
education teacher ethic,2,0.7542,"1435,3184"
education south africa,2,0.75215,"1847,4212"
education specifically experience,2,0.7757000000000001,"139,3444"
education still yet,2,0.8239,"337,1948"
conduct comprehensive survey,2,0.73485,"301,1105"
conduct academic high,2,0.7712,"606,1696"
education library information,2,0.7929999999999999,"1440,1559"
education methodology work,2,0.8252,"2886,4234"
education mind,2,0.6595500000000001,"603,3644"
connection ensure,2,0.6799,"1962,2879"
conference software engineering,2,0.8659,"68,2577"
conduct university professor,2,0.7259,"444,2874"
education provider policymaker,2,0.81575,"1920,2780"
education quality sdg,2,0.85275,"2008,2159"
text generation transformer,2,0.84995,"2129,3845"
test english arabic,2,0.8214,"3055,4186"
thematic carry identify,2,0.68755,"47,4175"
concern perception,2,0.6889,"1084,3007"
conceptual design designer,2,0.85335,"831,1501"
conceptualize genai complex,2,0.7385999999999999,"814,2872"
educational validation tool,2,0.74715,"1352,2563"
educationeducation follow examination,2,0.7688999999999999,"2459,3739"
tool classroom orchestration,2,0.84695,"2289,3907"
tool communication facilitator,2,0.6851499999999999,"1097,1308"
tool answer user,2,0.74745,"925,1363"
tourism education curriculum,2,0.8827499999999999,"1988,2842"
education increasingly,2,0.75985,"868,3140"
education genai gamification,2,0.8673500000000001,"841,1591"
education healthcare application,2,0.7406999999999999,"2131,2622"
education essential ability,2,0.7405999999999999,"1986,4241"
theorize consumer empowerment,2,0.83005,"119,2272"
threat genai compute,2,0.7799,"3128,3591"
thinking skill,2,0.73115,"2093,3294"
think metacognition problemsolve,2,0.8234999999999999,"262,1427"
thesis particularly,2,0.7333000000000001,"3923,4127"
tool lesson plan,2,0.78305,"917,2479"
tool indicate chatgpt,2,0.74655,"1296,3208"
tool enhance productivity,2,0.7393000000000001,"2826,3254"
edgecloud orchestration framework,2,0.81855,"3780,3981"
education institution ghana,2,0.8052,"1687,2767"
transformative opportunity enhance,2,0.66525,"2372,3781"
transformative genai procurement,2,0.7893,"2058,3176"
transformation disruption may,2,0.68135,"1308,2833"
transform natural language,2,0.7202500000000001,"1293,3264"
thereby enhance security,2,0.731,"1495,3558"
advanced capability automate,2,0.7048,"1059,2765"
drilling process ensure,2,0.7144999999999999,"3645,3648"
economy network genai,2,0.70565,"1016,2065"
ecosystem framework,2,0.71705,"1031,1155"
ecommerce user structural,2,0.77225,"189,3776"
ecologically valid framework,2,0.72285,"109,2640"
education enablement consider,2,0.6873,"1803,3438"
education database aihe,2,0.8349,"3118,3529"
education community,2,0.78215,"1700,2933"
trainer,2,0.6937,"2789,3277"
train knowledge produce,2,0.7638,"1276,4036"
train datum enhance,2,0.6555500000000001,"1610,3271"
train emerge technology,2,0.6923,"1110,3741"
train dataset rgenais,2,0.7001,"1587,2683"
traffic genai platform,2,0.8489,"2365,3336"
transfer course,2,0.6987,"1637,2853"
training employment,2,0.7382500000000001,"961,1768"
uncertaintyinforme,2,0.62095,"2404,3288"
type job,2,0.69355,"530,2395"
train ai model,2,0.7022,"1094,1474"
traditional deep learning,2,0.70225,"2129,2974"
traction tool support,2,0.5824,"733,3404"
adoption factor,2,0.6871499999999999,"1983,2112"
adoption depend researcher,2,0.7895,"1009,1261"
adopt institutional,2,0.657,"3318,3343"
disruptive technology search,2,0.81865,"1155,3495"
display aigenerate content,2,0.7302,"1070,1199"
disease access datum,2,0.70955,"2323,2538"
dishonesty,2,0.5034,"916,2455"
disinformation cyberbullye hate,2,0.7621,"3445,4265"
discovery biomedicine purpose,2,0.8406,"1734,2770"
drive employ,2,0.6960500000000001,"644,716"
domain innovation model,2,0.66805,"1079,2783"
education facilitate creation,2,0.65035,"2561,2758"
digital twin synchronization,2,0.66395,"1928,2894"
digital infrastructure university,2,0.7456,"445,659"
disciplinary knowledge skill,2,0.77555,"2267,3134"
dirichlet allocation lda,2,0.79535,"3696,4169"
disaster scenario,2,0.68065,"1932,2948"
digitalization entrepreneurship genai,2,0.84885,"521,3333"
distinguish aigenerate humangenerate,2,0.7267,"1329,3148"
translation education ai,2,0.8853500000000001,"2443,2857"
transformer train two,2,0.6588,"2052,2280"
administrative efficiency remain,2,0.6529499999999999,"1916,2230"
adaptive system,2,0.71295,"856,2872"
trust aigenerate content,2,0.7403,"1173,4031"
treat information,2,0.6977,"153,1183"
treat suicidal patient,2,0.687,"617,3579"
transparency trust last,2,0.7495,"1874,3226"
digital divide implement,2,0.60185,"2780,2994"
constructivism employ,2,0.7362500000000001,"1822,1967"
user engagementmust establish,2,0.7283,"524,2453"
usage utility,2,0.73815,"557,2131"
usage enhance,2,0.6972499999999999,"339,1549"
usage ensure,2,0.7492000000000001,"872,1818"
translation technology continue,2,0.8598,"3273,3614"
translation emotional support,2,0.6778500000000001,"2352,3290"
dialogue student,2,0.81305,"994,1057"
content creation small,2,0.7762,"2486,3594"
diffusion model digital,2,0.6606000000000001,"137,3300"
diffusion model illustration,2,0.6933,"2485,3717"
diffusion probabilistic model,2,0.69375,"1909,4187"
constraint operational scenario,2,0.6971499999999999,"223,931"
digital governance service,2,0.8161,"1695,3494"
digital humanity,2,0.78745,"434,438"
training finetune compare,2,0.6897,"1529,2153"
diversity development team,2,0.69495,"1081,2604"
doctoral researcher academic,2,0.75,"682,2521"
divergent thinking genai,2,0.75845,"3078,4024"
distribute edgecloud,2,0.8336,"344,554"
distance education de,2,0.8848,"3526,4047"
dialog user,2,0.69575,"803,4160"
dialogue ethical implication,2,0.6933,"197,3983"
development application,2,0.66525,"2626,3021"
consumer ai could,2,0.80215,"1145,3387"
device become,2,0.70135,"1067,1670"
device large,2,0.63185,"680,1059"
development stance policy,2,0.64845,"916,4228"
development strategy support,2,0.6908,"1257,2898"
development opportunity last,2,0.64305,"2921,3166"
contextual knowledge xk,2,0.71985,"4034,4280"
detection primarily textual,2,0.851,"3025,3608"
detection today digital,2,0.67265,"2606,3024"
detection deep learning,2,0.7918499999999999,"628,1411"
development lifecycle currently,2,0.8286,"669,4120"
development lifecycle sdlc,2,0.8905000000000001,"3770,4191"
development institutional support,2,0.5836,"1347,3778"
development cycle ai,2,0.7969999999999999,"65,3303"
development deployment,2,0.7021999999999999,"3354,3793"
construction mining,2,0.79625,"350,2257"
construction project central,2,0.7014499999999999,"2708,3179"
construction task complex,2,0.6478999999999999,"2805,2843"
construct theoretical model,2,0.7505,"1585,3765"
designer researcher work,2,0.7104999999999999,"1351,1494"
designprompt multimodal,2,0.87805,"3020,3367"
content platform,2,0.8254,"2846,3148"
content factor,2,0.84535,"643,3112"
translation process literature,2,0.86815,"2,756"
two ukbased university,2,0.7862,"197,379"
two australian university,2,0.7783500000000001,"1867,3978"
tune training,2,0.7163999999999999,"3047,3828"
tutor agent online,2,0.7846500000000001,"942,2034"
trust user,2,0.7639,"848,2546"
trustworthiness genai model,2,0.88005,"903,1788"
undergraduate physics education,2,0.78955,"385,706"
usability interact avatar,2,0.8049,"2255,4038"
usability testing,2,0.74465,"1590,3866"
usage building,2,0.7368,"1731,3457"
user exercise agency,2,0.7561,"2409,3221"
content generation time,2,0.6911,"953,2900"
content creator effective,2,0.817,"169,1333"
content customization ai,2,0.7264999999999999,"1004,1085"
design user,2,0.7422500000000001,"2813,3087"
adapt genai computer,2,0.6759,"270,3359"
university setting,2,0.7249,"919,2976"
university central,2,0.69375,"1008,2664"
undertake thematic dataset,2,0.8471,"602,3481"
understand novice programmer,2,0.78315,"3190,3712"
understand user continuance,2,0.7482,"34,3536"
usage experience value,2,0.7918499999999999,"598,3012"
usage pattern android,2,0.77955,"2287,3910"
videoconferencing system ofer,2,0.73715,"3371,3666"
video surveillance,2,0.8298000000000001,"1631,4185"
video meeting adaptive,2,0.88435,"3371,3462"
vehicle uavs operate,2,0.7323999999999999,"1917,2719"
understand image,2,0.6614500000000001,"583,2233"
understand educational equity,2,0.8844000000000001,"2876,3039"
understand ais ktwelve,2,0.71675,"704,3807"
underpin aitpack framework,2,0.6877500000000001,"1881,2755"
deployment practical example,2,0.7341,"1602,1933"
design educational escape,2,0.8652,"1370,4271"
design balance,2,0.7334499999999999,"919,3878"
design area hci,2,0.7202500000000001,"104,1719"
design language learningwa,2,0.8507499999999999,"1757,3068"
design online asynchronous,2,0.7675000000000001,"3189,3288"
design interactive software,2,0.84475,"65,821"
design human teacher,2,0.8046500000000001,"713,2735"
validate technology,2,0.67405,"3841,4269"
value ai chatbot,2,0.8304,"1258,2246"
utilization indicate chatgpt,2,0.7757499999999999,"1006,1541"
utaut3 model university,2,0.72705,"1105,1920"
vehicle aavs,2,0.7215,"2894,3583"
vehicle education development,2,0.7614,"3930,3931"
variational,2,0.6815,"3803,4284"
vector embed store,2,0.7355499999999999,"1797,4196"
deployment edge,2,0.7592000000000001,"2580,2712"
access highquality education,2,0.7395499999999999,"2676,3241"
activity exercise,2,0.68915,"909,2824"
activity case,2,0.68465,"1204,2341"
active learning,2,0.7678,"2898,3758"
action evaluate,2,0.68265,"1280,2457"
user proofofconcept,2,0.734,"2622,4034"
value effective pedagogy,2,0.74135,"552,3258"
deep listen genai,2,0.7508,"1880,3800"
deep,2,0.7524500000000001,"1489,1689"
democratization innovation development,2,0.71655,"2788,3419"
demonstrate 3d model,2,0.681,"2179,2432"
demand learn,2,0.61475,"1901,2652"
demand opportunity genai,2,0.7443,"872,3460"
delivery system,2,0.69555,"3730,3936"
dellintelligenza artificiale,2,0.64245,"408,3612"
design pbl activity,2,0.75705,"99,307"
decisionmake physician genai,2,0.8954500000000001,"240,3794"
convenience sampling technique,2,0.6323,"1085,2644"
control responsible ai,2,0.7110000000000001,"2776,3525"
control system power,2,0.6138,"509,2705"
deceptive news comprehension,2,0.8457,"3871,4227"
deepfake voice detection,2,0.86095,"2128,2377"
deep learning genai,2,0.7269,"531,1579"
court determine,2,0.66695,"3242,3753"
course learn factory,2,0.8463,"3930,3931"
write age submit,2,0.7722,"2099,3301"
yield number,2,0.6112,"2443,4209"
academic ecosystem genai,2,0.815,"633,3609"
academic gender experience,2,0.7622500000000001,"1008,2851"
youth participatory project,2,0.7868999999999999,"1066,3372"
work clinical department,2,0.7246,"1424,2234"
academic penalty decrease,2,0.7152000000000001,"306,1118"
write student level,2,0.77965,"1547,3504"
write process well,2,0.85115,"2344,4220"
write skill hybrid,2,0.79925,"2759,3177"
write language,2,0.7618,"3049,3313"
creation quality scenario,2,0.7373000000000001,"2287,4049"
creation image audio,2,0.67075,"3580,3705"
craft labor productivity,2,0.7645500000000001,"1169,2707"
accessibility blind chatgpt,2,0.8215,"2725,3216"
accessibility operational efficiency,2,0.67545,"1211,2814"
datum mining efficiency,2,0.72245,"469,2081"
academic artificial intelligence,2,0.8497,"2402,3744"
academic assessment mark,2,0.79805,"1549,2119"
academic community truly,2,0.82205,"2308,2998"
academic competitive traditional,2,0.6478999999999999,"2271,2808"
academic dishonesty exist,2,0.66625,"3052,3530"
voice studentuser therefore,2,0.7819,"1644,4102"
visually impair,2,0.71145,"1149,2480"
visualise feedback efl,2,0.7614000000000001,"739,2600"
wip engineering,2,0.7346,"4192,4203"
whether disclosure genai,2,0.79305,"438,4105"
welfare societal wellbee,2,0.7471000000000001,"1512,3568"
welfare genai,2,0.7284999999999999,"1561,3148"
web interface,2,0.7146,"1448,1935"
next generation digital,2,0.7208,"1928,2000"
autonomous vehicle herald,2,0.858,"1961,3493"
automation content customization,2,0.724,"47,521"
objectivity fuzzyset,2,0.68675,"2121,3168"
obfuscation technique challenge,2,0.7093,"2940,4251"
nursing student participate,2,0.7089,"338,726"
nutrition,2,0.67755,"545,640"
novice programming error,2,0.8582000000000001,"2031,3331"
workflow exist,2,0.6965,"80,773"
academic practice participatory,2,0.80945,"579,2958"
outcome minimize student,2,0.7658,"2465,4164"
outcome personalize service,2,0.73525,"2999,3324"
outcomeoriente organizational culture,2,0.75985,"2568,3296"
original factor structure,2,0.7636499999999999,"488,1709"
normal university datum,2,0.71445,"571,2368"
news detection performance,2,0.7113,"3062,4264"
work identity,2,0.78755,"3172,3306"
work personal innovativeness,2,0.74075,"1438,2841"
workforce practical,2,0.7196,"3008,3170"
workforce preparation involve,2,0.68615,"2371,3650"
workforce training reskille,2,0.7501,"601,789"
workintegrate learning program,2,0.7341,"2295,3745"
workflow student,2,0.6773,"1719,2889"
workflow name,2,0.64825,"2226,3464"
work discipline teacher,2,0.6825,"1577,1895"
work augment creativity,2,0.8490500000000001,"1192,1585"
work case llm,2,0.8059000000000001,"4042,4067"
access rda,2,0.6775,"1319,3171"
worker productivity thereby,2,0.7236,"795,2188"
workflow allow,2,0.6718999999999999,"2414,3649"
workflow automation agent,2,0.8157000000000001,"547,1147"
work usage,2,0.7273499999999999,"3363,4177"
zimbabwes educational system,1,0.8628,2011
3d genai design,1,0.8503,3459
3d graphic music,1,0.7285,4050
3d integration case,1,0.7575,327
3d modeling datum,1,0.7631,3731
3d modelling ai,1,0.7447,1909
3d object text,1,0.8585,1817
workplace technology enhance,1,0.8747,3713
workplace write university,1,0.8288,1632
workrelate nonworkrelate genai,1,0.799,1585
workshop demand,1,0.6744,681
world datum,1,0.7278,1703
world genai vs,1,0.747,2656
world storm enable,1,0.7715,3566
worsen write ability,1,0.7478,1561
academic work gap,1,0.8062,1178
academic workflow,1,0.7964,101
academic write aipowere,1,0.8794,3662
academic writing offer,1,0.8738,2914
accelerate ai,1,0.645,511
accelerate cultural,1,0.7772,3679
workplace request fulfilment,1,0.764,4244
workplace security,1,0.8471,1334
academic librarian adjust,1,0.7701,1111
academic literacy afrocentricity,1,0.8943,4212
academic necessitate forum,1,0.8367,3482
academic nonacademic,1,0.7548,1778
academic outcome,1,0.7439,2462
academic planning community,1,0.7256,616
academic publishing institution,1,0.7782,202
academic resilience cfl,1,0.8563,611
academic evaluation one,1,0.8791,3895
academic excellence kinesiology,1,0.7593,337
academic grading ai,1,0.7523,79
academic improve,1,0.7555,1121
academic incentive therefore,1,0.6611,3251
academic io underpin,1,0.788,3022
academic knowledge lack,1,0.7568,3212
academic knowledge production,1,0.7484,3344
counselor capable generate,1,0.6003,3452
counselor evaluation framework,1,0.714,655
counselor train expressive,1,0.6819,1995
